url,path,clicks_7d,impressions_7d,ctr_7d,position_7d
https://www.kashitaxi.in/en/varanasi-tour-package-for-families,/en/varanasi-tour-package-for-families,1,112,0.009000000000000001,7.5
https://www.kashitaxi.in/hi/city/prayagraj/taxi/prayagraj-to-varanasi-taxi,/hi/city/prayagraj/taxi/prayagraj-to-varanasi-taxi,1,108,0.009000000000000001,5.1
https://www.kashitaxi.in/en/boat-ride-varanasi,/en/boat-ride-varanasi,1,99,0.01,25.2
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-namo-ghat-taxi,/en/city/varanasi/taxi/varanasi-airport-to-namo-ghat-taxi,1,96,0.01,6.3
https://www.kashitaxi.in/hi/city/varanasi/taxi/azamgarh-to-varanasi-taxi-fare,/hi/city/varanasi/taxi/azamgarh-to-varanasi-taxi-fare,1,95,0.011000000000000001,10.7
https://www.kashitaxi.in/en/outstation-cabs-from-varanasi,/en/outstation-cabs-from-varanasi,1,90,0.011000000000000001,8.2
https://www.kashitaxi.in/en/kanwar-yatra-varanasi-2026-traffic-guide,/en/kanwar-yatra-varanasi-2026-traffic-guide,1,73,0.013999999999999999,7.9
https://www.kashitaxi.in/en/city/mathura/taxi/varanasi-to-mathura-vrindavan-taxi,/en/city/mathura/taxi/varanasi-to-mathura-vrindavan-taxi,1,69,0.013999999999999999,10.6
https://www.kashitaxi.in/en/city/varanasi/tour-packages/varanasi-gaya-prayagraj-tour-package-elderly,/en/city/varanasi/tour-packages/varanasi-gaya-prayagraj-tour-package-elderly,1,67,0.015,9.2
https://www.kashitaxi.in/en/tour-package-from-varanasi,/en/tour-package-from-varanasi,1,67,0.015,30.0
https://www.kashitaxi.in/hi/city/nepal/taxi/varanasi-to-nepal-taxi,/hi/city/nepal/taxi/varanasi-to-nepal-taxi,1,65,0.015,8.4
https://www.kashitaxi.in/en/city/varanasi/taxi/prayagraj-to-varanasi-taxi-fare,/en/city/varanasi/taxi/prayagraj-to-varanasi-taxi-fare,1,58,0.017,6.4
https://www.kashitaxi.in/en/city/varanasi/events/makar-sankranti-ganga-snan-varanasi-2026,/en/city/varanasi/events/makar-sankranti-ganga-snan-varanasi-2026,1,57,0.018000000000000002,6.3
https://www.kashitaxi.in/en/84-ghats-boat-tour-varanasi,/en/84-ghats-boat-tour-varanasi,1,51,0.02,8.6
https://www.kashitaxi.in/hi/city/varanasi/taxi/mughalsarai-to-varanasi-taxi-fare,/hi/city/varanasi/taxi/mughalsarai-to-varanasi-taxi-fare,1,50,0.02,9.1
https://www.kashitaxi.in/en/varanasi-to-vindhyachal-tempo-traveller,/en/varanasi-to-vindhyachal-tempo-traveller,1,48,0.021,7.6
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-to-lucknow-taxi-fare,/hi/city/varanasi/taxi/varanasi-to-lucknow-taxi-fare,1,46,0.022000000000000002,7.5
https://www.kashitaxi.in/hi/city/gaya/taxi/varanasi-to-gaya-taxi,/hi/city/gaya/taxi/varanasi-to-gaya-taxi,1,46,0.022000000000000002,7.6
https://www.kashitaxi.in/hi/services/kashi-vishwanath-rudrabhishek-puja-booking,/hi/services/kashi-vishwanath-rudrabhishek-puja-booking,1,46,0.022000000000000002,8.5
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-to-patna-taxi-fare,/hi/city/varanasi/taxi/varanasi-to-patna-taxi-fare,1,45,0.022000000000000002,7.3
https://www.kashitaxi.in/hi/city/varanasi/taxi/taxi-rates-varanasi,/hi/city/varanasi/taxi/taxi-rates-varanasi,1,36,0.027999999999999997,5.8
https://www.kashitaxi.in/en/where-to-stay-in-varanasi,/en/where-to-stay-in-varanasi,1,36,0.027999999999999997,8.9
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-to-gaya-taxi-service,/hi/city/varanasi/taxi/varanasi-to-gaya-taxi-service,1,35,0.028999999999999998,8.1
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-to-gaya-taxi-fare,/hi/city/varanasi/taxi/varanasi-to-gaya-taxi-fare,1,35,0.028999999999999998,10.1
https://www.kashitaxi.in/en/city/varanasi/taxi/staying-at-taj-ganges-need-taxi,/en/city/varanasi/taxi/staying-at-taj-ganges-need-taxi,1,32,0.031,5.9
https://www.kashitaxi.in/hi/city/varanasi/taxi/taxi-service-varanasi,/hi/city/varanasi/taxi/taxi-service-varanasi,1,31,0.032,6.8
https://www.kashitaxi.in/en/varanasi-tour-package-from-delhi,/en/varanasi-tour-package-from-delhi,1,31,0.032,29.4
https://www.kashitaxi.in/en/city/varanasi/taxi/one-way-taxi-varanasi,/en/city/varanasi/taxi/one-way-taxi-varanasi,1,30,0.033,20.9
https://www.kashitaxi.in/en/sawan-somwar-kashi-vishwanath-darshan-guide-2026,/en/sawan-somwar-kashi-vishwanath-darshan-guide-2026,1,29,0.034,6.5
https://www.kashitaxi.in/en/varanasi-to-gaya-tempo-traveller,/en/varanasi-to-gaya-tempo-traveller,1,27,0.037000000000000005,13.2
https://www.kashitaxi.in/hi/varanasi-classical-music-heritage,/hi/varanasi-classical-music-heritage,1,25,0.04,8.0
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-airport-to-ballia-taxi,/hi/city/varanasi/taxi/varanasi-airport-to-ballia-taxi,1,23,0.043,5.8
https://www.kashitaxi.in/en/city/khajuraho/taxi/varanasi-to-khajuraho-taxi,/en/city/khajuraho/taxi/varanasi-to-khajuraho-taxi,1,22,0.045,9.1
https://www.kashitaxi.in/en/services/kashi-driver-partners,/en/services/kashi-driver-partners,1,20,0.05,7.1
https://www.kashitaxi.in/en/services/group-accommodation-varanasi-large-groups,/en/services/group-accommodation-varanasi-large-groups,1,19,0.053,12.0
https://www.kashitaxi.in/en/varanasi-tour-package-with-hotel,/en/varanasi-tour-package-with-hotel,1,19,0.053,14.9
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-to-vindhyachal-taxi-fare,/hi/city/varanasi/taxi/varanasi-to-vindhyachal-taxi-fare,1,18,0.055999999999999994,5.7
https://www.kashitaxi.in/en/services/golden-triangle-varanasi-ayodhya-prayagraj-package,/en/services/golden-triangle-varanasi-ayodhya-prayagraj-package,1,11,0.091,14.6
https://www.kashitaxi.in/en/city/varanasi/taxi/bodhgaya-to-varanasi-taxi-fare,/en/city/varanasi/taxi/bodhgaya-to-varanasi-taxi-fare,1,9,0.111,6.7
https://www.kashitaxi.in/hi/services/kashi-vishwanath-aarti-timings-booking,/hi/services/kashi-vishwanath-aarti-timings-booking,1,9,0.111,8.6
https://www.kashitaxi.in/hi/city/gaya/taxi/gaya-to-varanasi-taxi,/hi/city/gaya/taxi/gaya-to-varanasi-taxi,1,8,0.125,6.4
https://www.kashitaxi.in/en/varanasi-instrument-market-guide,/en/varanasi-instrument-market-guide,1,8,0.125,6.8
https://www.kashitaxi.in/en/tempo-traveller-wedding-varanasi,/en/tempo-traveller-wedding-varanasi,1,7,0.14300000000000002,13.9
https://www.kashitaxi.in/hi/varanasi-airport-taxi-guide,/hi/varanasi-airport-taxi-guide,1,4,0.25,4.8
https://www.kashitaxi.in/hi/contact,/hi/contact,1,3,0.33299999999999996,2.7
https://www.kashitaxi.in/en/pilgrimage-yatra-tours-tempo-traveller-varanasi,/en/pilgrimage-yatra-tours-tempo-traveller-varanasi,1,1,1.0,6.0
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-to-gaya-taxi-service,/en/city/varanasi/taxi/varanasi-to-gaya-taxi-service,0,797,0.0,8.8
https://www.kashitaxi.in/en/bharat-milap-nati-imli,/en/bharat-milap-nati-imli,0,576,0.0,5.4
https://www.kashitaxi.in/en/jagannath-rath-yatra-varanasi-2026,/en/jagannath-rath-yatra-varanasi-2026,0,575,0.0,6.1
https://www.kashitaxi.in/en/city/varanasi/taxi/manikarnika-ghat-cremation-guide,/en/city/varanasi/taxi/manikarnika-ghat-cremation-guide,0,463,0.0,7.4
https://www.kashitaxi.in/en/varanasi-sunrise-boat-ride-timings,/en/varanasi-sunrise-boat-ride-timings,0,458,0.0,7.1
https://www.kashitaxi.in/hi/ashoka-pillar-sarnath-guide,/hi/ashoka-pillar-sarnath-guide,0,409,0.0,9.8
http://www.kashitaxi.in/,/,0,391,0.0,14.6
https://www.kashitaxi.in/en/city/varanasi/sightseeing/kashi-vishwanath-temple-ganga-aarti-spiritual-journey-2026,/en/city/varanasi/sightseeing/kashi-vishwanath-temple-ganga-aarti-spiritual-journey-2026,0,380,0.0,9.3
https://www.kashitaxi.in/en/city/varanasi/travel-guide/varanasi-in-january-2026,/en/city/varanasi/travel-guide/varanasi-in-january-2026,0,351,0.0,6.2
https://www.kashitaxi.in/hi/city/varanasi/taxi/varanasi-airport-to-gorakhpur-taxi,/hi/city/varanasi/taxi/varanasi-airport-to-gorakhpur-taxi,0,315,0.0,9.4
https://www.kashitaxi.in/en/tourist-spots-varanasi,/en/tourist-spots-varanasi,0,304,0.0,9.9
https://www.kashitaxi.in/en/city/prayagraj/taxi/prayagraj-to-varanasi-taxi,/en/city/prayagraj/taxi/prayagraj-to-varanasi-taxi,0,274,0.0,8.1
https://www.kashitaxi.in/en/services/varanasi-ayodhya-tour-package,/en/services/varanasi-ayodhya-tour-package,0,270,0.0,51.0
https://www.kashitaxi.in/en/city/varanasi/taxi/kedar-harishchandra-ghat-taxi-service,/en/city/varanasi/taxi/kedar-harishchandra-ghat-taxi-service,0,242,0.0,5.5
https://www.kashitaxi.in/en/city/varanasi/tour-packages/varanasi-3-day-tour,/en/city/varanasi/tour-packages/varanasi-3-day-tour,0,222,0.0,11.1
https://www.kashitaxi.in/en/varanasi-in-february-2026,/en/varanasi-in-february-2026,0,218,0.0,5.6
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-raj-ghat-taxi,/en/city/varanasi/taxi/varanasi-airport-to-raj-ghat-taxi,0,216,0.0,5.9
https://www.kashitaxi.in/en/city/varanasi/shopping/banarasi-silk-saree-shopping-varanasi-2026,/en/city/varanasi/shopping/banarasi-silk-saree-shopping-varanasi-2026,0,206,0.0,6.8
https://www.kashitaxi.in/hi/services/dharamshala-near-varanasi-railway-station,/hi/services/dharamshala-near-varanasi-railway-station,0,201,0.0,10.4
https://www.kashitaxi.in/en/city/varanasi/taxi/mughalsarai-to-varanasi-taxi-fare,/en/city/varanasi/taxi/mughalsarai-to-varanasi-taxi-fare,0,189,0.0,7.3
https://www.kashitaxi.in/en/city/varanasi/taxi/varanasi-airport-to-prayagraj-taxi,/en/city/varanasi/taxi/varanasi-airport-to-prayagraj-taxi,0,184,0.0,8.6
https://www.kashitaxi.in/en/city/varanasi/tour-packages/ayodhya-varanasi-3-day-tour,/en/city/varanasi/tour-packages/ayodhya-varanasi-3-day-tour,0,181,0.0,8.3
https://www.kashitaxi.in/hi/sarnath-complete-guide,/hi/sarnath-complete-guide,0,177,0.0,8.7
